name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),50.00,60.00,55.00
गोलभेडा ठूलो(भारतीय),50.00,60.00,55.00
गोलभेडा सानो(लोकल),25.00,30.00,27.67
गोलभेडा सानो(भारतीय),35.00,40.00,37.67
गोलभेडा सानो(तराई),35.00,40.00,37.67
आलु रातो,32.00,35.00,33.33
आलु रातो(भारतीय),30.00,32.00,31.00
आलु सेतो,26.00,28.00,27.00
प्याज सुकेको (भारतीय),32.00,35.00,33.33
गाजर(लोकल),60.00,70.00,65.00
गाजर(तराई),50.00,60.00,55.00
बन्दा(लोकल),15.00,20.00,17.67
काउली स्थानिय,20.00,30.00,25.00
स्थानीय काउली(ज्यापु),25.00,35.00,30.00
मूला सेतो(लोकल),20.00,25.00,22.33
सेतो मूला(हाइब्रीड),20.00,25.00,22.33
भन्टा लाम्चो,25.00,30.00,27.67
भन्टा डल्लो,35.00,45.00,40.00
बोडी(तने),60.00,70.00,65.00
मटरकोशा,60.00,70.00,65.00
घिउ सिमी(लोकल),15.00,20.00,17.67
घिउ सिमी(हाइब्रीड),25.00,30.00,27.67
घिउ सिमी(राजमा),60.00,70.00,65.00
टाटे सिमी,60.00,70.00,65.00
तितो करेला,50.00,60.00,55.00
लौका,25.00,30.00,27.67
परवर(लोकल),60.00,70.00,65.00
परवर(तराई),50.00,60.00,55.00
चिचिण्डो,35.00,40.00,37.67
घिरौला,30.00,40.00,35.00
फर्सी पाकेको,35.00,40.00,37.67
फर्सी हरियो(लाम्चो),20.00,30.00,25.00
हरियो फर्सी(डल्लो),20.00,30.00,25.00
सलगम,60.00,70.00,65.00
भिण्डी,70.00,80.00,75.00
सखरखण्ड,70.00,80.00,75.00
बरेला,70.00,80.00,75.00
पिंडालू,40.00,50.00,45.00
स्कूस,30.00,40.00,35.00
रायो साग,30.00,40.00,35.00
पालूगो साग,70.00,80.00,73.33
चमसूरको साग,70.00,80.00,75.00
तोरीको साग,30.00,40.00,35.00
मेथीको साग,70.00,80.00,75.00
प्याज हरियो,50.00,60.00,55.00
बकूला,70.00,80.00,75.00
च्याउ(कन्य),180.00,200.00,190.00
च्याउ(डल्ले),350.00,400.00,376.67
कुरीलो,250.00,300.00,275.00
न्यूरो,90.00,100.00,95.00
ब्रोकाउली,60.00,70.00,65.00
चुकुन्दर,70.00,80.00,75.00
सजिवन,60.00,70.00,65.00
कोइरालो,280.00,300.00,290.00
रातो बन्दा,40.00,50.00,45.00
जिरीको साग,40.00,50.00,45.00
ग्याठ कोबी,40.00,50.00,45.00
सेलरी,120.00,150.00,135.00
पार्सले,220.00,250.00,235.00
सौफको साग,70.00,80.00,75.00
पुदीना,120.00,150.00,135.00
गान्टे मूला,60.00,70.00,65.00
इमली,140.00,150.00,145.00
तामा,90.00,100.00,95.00
तोफु,120.00,130.00,125.00
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),180.00,200.00,190.00
स्याउ(फूजी),225.00,250.00,237.50
केरा,170.00,180.00,175.00
कागती,220.00,24.00,230.00
अनार,225.00,250.00,237.50
आँप(दसहरी),140.00,150.00,145.00
अंगुर(हरियो),120.00,130.00,125.00
अंगुर(कालो),180.00,200.00,190.00
सुन्तला(भारतीय),140.00,150.00,145.00
तरबुजा(हरियो),35.00,40.00,37.67
मौसम,180.00,200.00,190.00
जुनार,225.00,250.00,237.50
भुई कटहर,180.00,200.00,190.00
काक्रो(लोकल),90.00,100.00,95.00
काक्रो(हाइब्रीड),40.00,50.00,45.00
रुख कटहर,60.00,70.00,65.00
नासपाती(चाइनिज),225.00,250.00,237.50
मेवा(नेपाली),60.00,70.00,65.00
मेवा(भारतीय),80.00,90.00,85.00
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,300.00,350.00,325.00
किवि,400.00,500.00,450.00
आभोकाडो,400.00,500.00,450.00
अमला,120.00,130.00,125.00
अदुवा,190.00,200.00,195.00
खु्र्सानी सुकेको,450.00,480.00,465.00
खु्र्सानी हरियो,60.00,70.00,65.00
खुर्सानी हरियो(बुलेट),60.00,70.00,65.00
खुर्सानी हरियो(माछे),70.00,80.00,75.00
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,90.00,100.00,95.00
लसुन हरियो,50.00,60.00,55.00
हरियो धनिया,50.00,60.00,55.00
लसुन सुकेको चाइनिज,190.00,200.00,195.00
लसुन सुकेको नेपाली,110.00,120.00,115.00
छ्यापी सुकेको,180.00,200.00,190.00
छ्यापी हरियो,50.00,60.00,55.00
ताजा माछा(रहु),330.00,360.00,345.00
ताजा माछा(बचुवा),260.00,280.00,270.00
ताजा माछा(छडी),280.00,300.00,290.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
