name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),50.00,60.00,55.00
गोलभेडा ठूलो(भारतीय),50.00,60.00,55.00
गोलभेडा सानो(लोकल),20.00,25.00,22.33
गोलभेडा सानो(टनेल),30.00,35.00,32.67
गोलभेडा सानो(भारतीय),30.00,35.00,32.67
गोलभेडा सानो(तराई),30.00,35.00,32.67
आलु रातो,32.00,35.00,33.67
आलु रातो(भारतीय),29.00,31.00,30.00
आलु सेतो,26.00,28.00,27.00
प्याज सुकेको (भारतीय),31.00,35.00,32.67
गाजर(लोकल),70.00,80.00,75.00
बन्दा(लोकल),20.00,25.00,22.33
काउली स्थानिय,30.00,40.00,35.00
स्थानीय काउली(ज्यापु),40.00,45.00,42.33
मूला सेतो(लोकल),15.00,20.00,17.67
सेतो मूला(हाइब्रीड),25.00,30.00,27.67
भन्टा लाम्चो,30.00,35.00,32.67
भन्टा डल्लो,40.00,50.00,45.00
बोडी(तने),60.00,70.00,65.00
मटरकोशा,80.00,90.00,85.00
घिउ सिमी(लोकल),20.00,25.00,22.33
घिउ सिमी(हाइब्रीड),30.00,35.00,32.67
घिउ सिमी(राजमा),80.00,90.00,85.00
टाटे सिमी,60.00,70.00,65.00
तितो करेला,40.00,50.00,45.00
लौका,25.00,30.00,27.67
परवर(लोकल),90.00,100.00,95.00
परवर(तराई),80.00,90.00,85.00
चिचिण्डो,30.00,40.00,35.00
घिरौला,30.00,35.00,32.67
झिगूनी,60.00,70.00,65.00
फर्सी पाकेको,30.00,40.00,35.00
फर्सी हरियो(लाम्चो),20.00,30.00,25.00
हरियो फर्सी(डल्लो),20.00,25.00,22.33
सलगम,50.00,60.00,55.00
भिण्डी,70.00,80.00,75.00
सखरखण्ड,70.00,80.00,75.00
बरेला,40.00,50.00,45.00
पिंडालू,40.00,50.00,45.00
स्कूस,30.00,40.00,35.00
रायो साग,30.00,40.00,35.00
पालूगो साग,90.00,100.00,95.00
चमसूरको साग,90.00,100.00,95.00
तोरीको साग,30.00,40.00,35.00
मेथीको साग,90.00,100.00,95.00
प्याज हरियो,20.00,30.00,25.00
बकूला,70.00,80.00,75.00
कुरीलो,250.00,300.00,275.00
न्यूरो,90.00,100.00,95.00
ब्रोकाउली,50.00,60.00,55.00
चुकुन्दर,60.00,70.00,65.00
सजिवन,60.00,70.00,65.00
कोइरालो,230.00,250.00,24.00
रातो बन्दा,40.00,50.00,45.00
जिरीको साग,40.00,50.00,45.00
ग्याठ कोबी,40.00,50.00,45.00
सेलरी,120.00,150.00,135.00
पार्सले,220.00,250.00,235.00
सौफको साग,90.00,100.00,95.00
पुदीना,120.00,150.00,135.00
गान्टे मूला,50.00,60.00,55.00
इमली,140.00,150.00,145.00
तामा,90.00,100.00,95.00
तोफु,120.00,130.00,125.00
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),200.00,220.00,210.00
स्याउ(फूजी),250.00,280.00,265.00
केरा,170.00,180.00,175.00
कागती,230.00,250.00,24.00
अनार,250.00,280.00,265.00
आँप(दसहरी),150.00,180.00,165.00
अंगुर(हरियो),130.00,160.00,146.67
अंगुर(कालो),220.00,250.00,235.00
सुन्तला(भारतीय),150.00,160.00,155.00
तरबुजा(हरियो),35.00,40.00,37.67
मौसम,150.00,180.00,165.00
जुनार,250.00,280.00,265.00
भुई कटहर,180.00,200.00,190.00
काक्रो(लोकल),90.00,100.00,95.00
काक्रो(हाइब्रीड),40.00,50.00,45.00
रुख कटहर,60.00,70.00,65.00
नासपाती(चाइनिज),24.00,260.00,250.00
मेवा(नेपाली),60.00,70.00,65.00
मेवा(भारतीय),80.00,90.00,85.00
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,200.00,300.00,250.00
किवि,400.00,500.00,450.00
आभोकाडो,400.00,500.00,450.00
अमला,120.00,130.00,125.00
अदुवा,120.00,130.00,125.00
खु्र्सानी सुकेको,450.00,480.00,465.00
खु्र्सानी हरियो,60.00,70.00,65.00
खुर्सानी हरियो(बुलेट),60.00,70.00,65.00
खुर्सानी हरियो(माछे),70.00,80.00,75.00
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,90.00,100.00,95.00
लसुन हरियो,60.00,70.00,65.00
हरियो धनिया,40.00,50.00,45.00
लसुन सुकेको चाइनिज,170.00,180.00,175.00
लसुन सुकेको नेपाली,90.00,100.00,95.00
छ्यापी सुकेको,180.00,200.00,190.00
छ्यापी हरियो,50.00,60.00,55.00
ताजा माछा(रहु),330.00,360.00,345.00
ताजा माछा(बचुवा),280.00,300.00,290.00
ताजा माछा(छडी),260.00,290.00,275.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
