name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),60.00,70.00,65.00
गोलभेडा ठूलो(भारतीय),60.00,70.00,65.00
गोलभेडा सानो(लोकल),20.00,30.00,25.00
गोलभेडा सानो(टनेल),30.00,40.00,35.00
गोलभेडा सानो(भारतीय),40.00,50.00,45.00
गोलभेडा सानो(तराई),30.00,40.00,35.00
आलु रातो,23.00,25.00,24.00
आलु रातो(भारतीय),20.00,22.00,21.00
आलु सेतो,18.00,20.00,19.00
प्याज सुकेको (भारतीय),33.00,35.00,34.00
गाजर(लोकल),40.00,50.00,45.00
गाजर(तराई),30.00,40.00,35.00
बन्दा(लोकल),10.00,15.00,12.33
बन्दा(तराई),10.00,15.00,12.33
बन्दा(नरिवल),10.00,15.00,12.33
काउली स्थानिय,40.00,50.00,45.00
स्थानीय काउली(ज्यापु),50.00,60.00,55.00
मूला रातो,50.00,60.00,55.00
मूला सेतो(लोकल),30.00,40.00,35.00
सेतो मूला(हाइब्रीड),40.00,50.00,45.00
भन्टा लाम्चो,40.00,50.00,45.00
भन्टा डल्लो,40.00,50.00,45.00
बोडी(तने),60.00,70.00,65.00
मटरकोशा,110.00,120.00,115.00
घिउ सिमी(लोकल),60.00,70.00,65.00
घिउ सिमी(हाइब्रीड),90.00,100.00,95.00
घिउ सिमी(राजमा),110.00,120.00,115.00
टाटे सिमी,60.00,70.00,65.00
तितो करेला,100.00,110.00,105.00
लौका,50.00,60.00,55.00
परवर(लोकल),90.00,100.00,95.00
परवर(तराई),90.00,100.00,95.00
घिरौला,70.00,80.00,75.00
फर्सी पाकेको,40.00,45.00,42.33
फर्सी हरियो(लाम्चो),30.00,40.00,35.00
हरियो फर्सी(डल्लो),30.00,40.00,35.00
सलगम,60.00,70.00,65.00
भिण्डी,90.00,100.00,95.00
सखरखण्ड,60.00,70.00,65.00
बरेला,60.00,70.00,65.00
पिंडालू,40.00,50.00,45.00
स्कूस,40.00,50.00,45.00
रायो साग,60.00,70.00,65.00
पालूगो साग,110.00,120.00,115.00
चमसूरको साग,110.00,120.00,115.00
तोरीको साग,40.00,50.00,45.00
मेथीको साग,110.00,120.00,115.00
प्याज हरियो,50.00,60.00,55.00
बकूला,70.00,80.00,75.00
तरुल,60.00,70.00,65.00
च्याउ(कन्य),150.00,180.00,163.33
च्याउ(डल्ले),280.00,300.00,290.00
कुरीलो,400.00,500.00,450.00
न्यूरो,90.00,100.00,95.00
ब्रोकाउली,90.00,100.00,95.00
चुकुन्दर,70.00,80.00,75.00
सजिवन,90.00,100.00,95.00
कोइरालो,150.00,180.00,163.33
रातो बन्दा,50.00,60.00,55.00
जिरीको साग,40.00,50.00,45.00
ग्याठ कोबी,50.00,60.00,55.00
सेलरी,120.00,150.00,135.00
पार्सले,200.00,220.00,210.00
सौफको साग,110.00,120.00,115.00
पुदीना,150.00,200.00,175.00
गान्टे मूला,60.00,70.00,65.00
इमली,150.00,160.00,155.00
तामा,90.00,100.00,95.00
तोफु,120.00,130.00,125.00
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),200.00,250.00,225.00
स्याउ(फूजी),250.00,300.00,275.00
कागती,24.00,260.00,250.00
अनार,250.00,300.00,275.00
अंगुर(हरियो),120.00,150.00,135.00
अंगुर(कालो),180.00,200.00,190.00
सुन्तला(भारतीय),140.00,150.00,145.00
तरबुजा(हरियो),40.00,50.00,45.00
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,140.00,180.00,160.00
काक्रो(लोकल),30.00,40.00,35.00
काक्रो(हाइब्रीड),20.00,25.00,22.33
रुख कटहर,70.00,80.00,75.00
नासपाती(चाइनिज),220.00,250.00,235.00
मेवा(नेपाली),60.00,70.00,65.00
मेवा(भारतीय),90.00,100.00,95.00
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,250.00,300.00,275.00
किवि,400.00,500.00,450.00
आभोकाडो,500.00,60.00,550.00
अमला,110.00,120.00,115.00
अदुवा,110.00,120.00,115.00
खु्र्सानी सुकेको,450.00,480.00,465.00
खु्र्सानी हरियो,80.00,90.00,85.00
खुर्सानी हरियो(बुलेट),90.00,100.00,95.00
खुर्सानी हरियो(माछे),100.00,110.00,105.00
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,100.00,120.00,110.00
लसुन हरियो,50.00,60.00,55.00
हरियो धनिया,30.00,40.00,35.00
लसुन सुकेको चाइनिज,170.00,180.00,175.00
लसुन सुकेको नेपाली,100.00,120.00,110.00
छ्यापी सुकेको,320.00,350.00,335.00
छ्यापी हरियो,50.00,60.00,55.00
ताजा माछा(रहु),330.00,360.00,345.00
ताजा माछा(बचुवा),260.00,300.00,280.00
ताजा माछा(छडी),280.00,300.00,290.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
