name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),50.00,60.00,56.67
गोलभेडा ठूलो(भारतीय),50.00,60.00,56.67
गोलभेडा सानो(लोकल),30.00,40.00,35.00
गोलभेडा सानो(टनेल),60.00,70.00,65.00
गोलभेडा सानो(भारतीय),45.00,55.00,50.00
गोलभेडा सानो(तराई),40.00,50.00,45.00
आलु रातो,25.00,28.00,26.40
आलु रातो(भारतीय),20.00,22.00,21.33
आलु सेतो,17.00,18.00,17.67
प्याज सुकेको (भारतीय),35.00,36.00,35.50
गाजर(लोकल),25.00,30.00,28.33
गाजर(तराई),20.00,30.00,25.00
बन्दा(लोकल),10.00,15.00,12.50
बन्दा(तराई),10.00,15.00,12.50
बन्दा(नरिवल),10.00,15.00,12.50
काउली स्थानिय,50.00,60.00,56.67
स्थानीय काउली(ज्यापु),60.00,70.00,66.67
काउली तराई,40.00,45.00,43.33
मूला रातो,60.00,70.00,65.00
मूला सेतो(लोकल),35.00,40.00,37.50
सेतो मूला(हाइब्रीड),60.00,70.00,65.00
भन्टा लाम्चो,50.00,60.00,56.67
भन्टा डल्लो,50.00,60.00,56.67
बोडी(तने),110.00,120.00,115.00
मटरकोशा,70.00,80.00,76.67
घिउ सिमी(लोकल),50.00,60.00,55.00
घिउ सिमी(हाइब्रीड),70.00,80.00,76.67
घिउ सिमी(राजमा),120.00,130.00,125.00
टाटे सिमी,50.00,60.00,56.67
तितो करेला,120.00,130.00,125.00
लौका,50.00,60.00,56.67
परवर(लोकल),110.00,120.00,116.67
परवर(तराई),90.00,100.00,96.67
घिरौला,110.00,120.00,116.67
फर्सी पाकेको,40.00,50.00,45.00
फर्सी हरियो(लाम्चो),40.00,50.00,45.00
हरियो फर्सी(डल्लो),40.00,50.00,45.00
सलगम,70.00,80.00,76.67
भिण्डी,110.00,120.00,115.00
सखरखण्ड,70.00,80.00,76.67
बरेला,70.00,80.00,76.67
पिंडालू,40.00,50.00,46.67
स्कूस,40.00,50.00,45.00
रायो साग,60.00,70.00,66.67
पालूगो साग,100.00,110.00,106.67
चमसूरको साग,110.00,120.00,116.67
तोरीको साग,30.00,40.00,35.00
मेथीको साग,100.00,110.00,106.67
प्याज हरियो,40.00,50.00,46.67
बकूला,60.00,70.00,66.67
तरुल,70.00,80.00,76.67
च्याउ(कन्य),160.00,200.00,180.00
च्याउ(डल्ले),300.00,350.00,325.00
कुरीलो,400.00,500.00,450.00
न्यूरो,90.00,100.00,96.67
ब्रोकाउली,80.00,90.00,86.00
चुकुन्दर,70.00,80.00,76.67
सजिवन,120.00,150.00,140.00
कोइरालो,150.00,180.00,165.00
रातो बन्दा,50.00,60.00,56.67
जिरीको साग,50.00,60.00,56.67
ग्याठ कोबी,60.00,70.00,66.67
सेलरी,120.00,150.00,135.00
पार्सले,220.00,250.00,235.00
सौफको साग,110.00,120.00,116.67
पुदीना,220.00,250.00,235.00
गान्टे मूला,70.00,80.00,76.67
इमली,150.00,160.00,156.67
तामा,90.00,100.00,96.67
तोफु,120.00,130.00,126.67
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),200.00,220.00,210.00
स्याउ(फूजी),250.00,300.00,275.00
केरा,140.00,150.00,146.67
कागती,260.00,300.00,280.00
अनार,250.00,300.00,275.00
अंगुर(हरियो),120.00,150.00,136.67
अंगुर(कालो),200.00,220.00,210.00
सुन्तला(भारतीय),120.00,150.00,135.00
तरबुजा(हरियो),40.00,50.00,45.00
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,180.00,200.00,190.00
काक्रो(लोकल),50.00,60.00,55.00
काक्रो(हाइब्रीड),15.00,20.00,18.33
रुख कटहर,90.00,100.00,9.33
नासपाती(चाइनिज),220.00,250.00,235.00
मेवा(नेपाली),80.00,90.00,86.67
मेवा(भारतीय),90.00,100.00,96.67
अम्बा,200.00,220.00,210.00
उखु,120.00,130.00,126.67
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,250.00,350.00,300.00
किवि,400.00,500.00,450.00
आभोकाडो,500.00,60.00,550.00
अमला,80.00,90.00,86.67
अदुवा,100.00,120.00,114.00
खु्र्सानी सुकेको,440.00,480.00,460.00
खु्र्सानी हरियो,110.00,120.00,115.00
खुर्सानी हरियो(बुलेट),110.00,120.00,115.00
खुर्सानी हरियो(माछे),110.00,120.00,116.67
खुर्सानी हरियो(अकबरे),300.00,350.00,325.00
भेडे खु्र्सानी,120.00,130.00,126.67
लसुन हरियो,50.00,60.00,56.67
हरियो धनिया,40.00,60.00,50.00
लसुन सुकेको चाइनिज,170.00,180.00,175.00
छ्यापी सुकेको,300.00,350.00,325.00
छ्यापी हरियो,90.00,100.00,95.00
ताजा माछा(रहु),330.00,360.00,346.67
ताजा माछा(बचुवा),260.00,300.00,280.00
ताजा माछा(छडी),250.00,280.00,265.00
ताजा माछा(मुंगरी),300.00,320.00,310.00
रुख टमाटर,160.00,180.00,173.33
