name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),50.00,60.00,55.00
गोलभेडा ठूलो(भारतीय),50.00,60.00,55.00
गोलभेडा सानो(लोकल),50.00,55.00,52.50
गोलभेडा सानो(भारतीय),45.00,50.00,48.33
गोलभेडा सानो(तराई),50.00,55.00,53.33
आलु रातो,28.00,32.00,29.60
आलु रातो(भारतीय),28.00,32.00,30.00
आलु सेतो,22.00,25.00,23.50
प्याज सुकेको (भारतीय),34.00,36.00,35.00
गाजर(लोकल),70.00,80.00,76.67
बन्दा(लोकल),20.00,25.00,22.50
काउली स्थानिय,50.00,60.00,55.00
स्थानीय काउली(ज्यापु),60.00,70.00,65.00
मूला सेतो(लोकल),15.00,20.00,17.50
सेतो मूला(हाइब्रीड),20.00,25.00,23.33
भन्टा लाम्चो,70.00,80.00,75.00
भन्टा डल्लो,70.00,80.00,75.00
बोडी(तने),90.00,100.00,95.00
मकै बोडी,90.00,100.00,96.67
मटरकोशा,70.00,80.00,75.00
घिउ सिमी(लोकल),70.00,80.00,75.00
घिउ सिमी(हाइब्रीड),80.00,90.00,85.00
भटमासकोशा,150.00,180.00,165.00
तितो करेला,50.00,60.00,56.67
लौका,40.00,50.00,46.67
परवर(लोकल),110.00,120.00,115.00
परवर(तराई),110.00,120.00,115.00
चिचिण्डो,50.00,60.00,56.67
घिरौला,60.00,70.00,65.00
झिगूनी,90.00,100.00,96.67
फर्सी पाकेको,45.00,50.00,47.50
फर्सी हरियो(लाम्चो),50.00,60.00,56.67
हरियो फर्सी(डल्लो),50.00,60.00,56.67
सलगम,70.00,80.00,75.00
भिण्डी,110.00,120.00,115.00
सखरखण्ड,70.00,80.00,76.67
स्कूस,50.00,55.00,53.33
रायो साग,40.00,50.00,46.67
पालूगो साग,120.00,150.00,135.00
चमसूरको साग,120.00,150.00,135.00
तोरीको साग,40.00,50.00,46.67
मेथीको साग,120.00,150.00,135.00
प्याज हरियो,90.00,100.00,96.67
च्याउ(कन्य),160.00,180.00,170.00
च्याउ(डल्ले),350.00,400.00,375.00
कुरीलो,300.00,350.00,330.00
न्यूरो,70.00,80.00,76.67
ब्रोकाउली,100.00,110.00,105.00
चुकुन्दर,70.00,80.00,76.67
सजिवन,60.00,70.00,66.67
कोइरालो,250.00,300.00,275.00
रातो बन्दा,40.00,50.00,46.67
जिरीको साग,120.00,140.00,130.00
ग्याठ कोबी,70.00,80.00,76.67
सेलरी,200.00,220.00,210.00
पार्सले,200.00,220.00,210.00
सौफको साग,120.00,150.00,135.00
पुदीना,250.00,300.00,275.00
गान्टे मूला,60.00,70.00,66.67
इमली,150.00,160.00,156.67
तामा,90.00,100.00,95.00
तोफु,130.00,140.00,135.00
गुन्दुक,250.00,300.00,275.00
स्याउ(फूजी),250.00,300.00,275.00
केरा,130.00,140.00,136.67
कागती,200.00,230.00,216.67
अनार,250.00,300.00,275.00
आँप(दसहरी),180.00,200.00,19.33
अंगुर(हरियो),150.00,180.00,165.00
अंगुर(कालो),250.00,300.00,275.00
सुन्तला(भारतीय),140.00,150.00,146.67
तरबुजा(हरियो),35.00,40.00,38.33
तरबुजा(पाटे),35.00,40.00,38.33
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,150.00,180.00,165.00
काक्रो(लोकल),110.00,120.00,116.00
काक्रो(हाइब्रीड),70.00,80.00,76.67
रुख कटहर,60.00,70.00,66.67
नासपाती(चाइनिज),280.00,300.00,290.00
मेवा(नेपाली),60.00,70.00,66.67
मेवा(भारतीय),80.00,90.00,86.67
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,300.00,400.00,350.00
किवि,400.00,500.00,450.00
आभोकाडो,500.00,60.00,550.00
अमला,100.00,110.00,105.00
अदुवा,150.00,200.00,175.00
खु्र्सानी सुकेको,450.00,480.00,465.00
खु्र्सानी हरियो,90.00,100.00,95.00
खुर्सानी हरियो(बुलेट),90.00,100.00,96.67
खुर्सानी हरियो(माछे),80.00,90.00,86.67
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,70.00,80.00,76.00
लसुन हरियो,130.00,150.00,140.00
हरियो धनिया,120.00,130.00,126.67
लसुन सुकेको चाइनिज,200.00,210.00,205.00
लसुन सुकेको नेपाली,100.00,110.00,106.67
छ्यापी सुकेको,180.00,200.00,190.00
छ्यापी हरियो,90.00,100.00,96.67
ताजा माछा(रहु),330.00,350.00,340.00
ताजा माछा(बचुवा),260.00,280.00,273.33
ताजा माछा(छडी),250.00,280.00,265.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
