name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),50.00,60.00,55.00
गोलभेडा ठूलो(भारतीय),50.00,60.00,55.00
गोलभेडा सानो(लोकल),25.00,30.00,27.50
गोलभेडा सानो(भारतीय),30.00,35.00,32.50
गोलभेडा सानो(तराई),35.00,40.00,38.00
आलु रातो,28.00,32.00,29.60
आलु रातो(भारतीय),28.00,32.00,30.40
आलु सेतो,22.00,25.00,23.67
प्याज सुकेको (भारतीय),33.00,35.00,34.20
गाजर(लोकल),70.00,80.00,75.00
बन्दा(लोकल),10.00,12.00,11.00
काउली स्थानिय,30.00,35.00,32.50
स्थानीय काउली(ज्यापु),40.00,45.00,42.50
मूला रातो,50.00,60.00,55.00
मूला सेतो(लोकल),15.00,20.00,17.50
सेतो मूला(हाइब्रीड),20.00,25.00,22.50
भन्टा लाम्चो,35.00,45.00,39.00
भन्टा डल्लो,40.00,50.00,46.67
बोडी(तने),60.00,70.00,65.00
मकै बोडी,100.00,120.00,113.33
मटरकोशा,70.00,80.00,75.00
घिउ सिमी(लोकल),35.00,45.00,40.00
घिउ सिमी(हाइब्रीड),40.00,50.00,45.00
घिउ सिमी(राजमा),80.00,90.00,86.67
टाटे सिमी,60.00,70.00,65.00
भटमासकोशा,110.00,120.00,115.00
तितो करेला,40.00,50.00,45.00
लौका,30.00,40.00,35.00
परवर(लोकल),70.00,80.00,75.00
परवर(तराई),60.00,70.00,65.00
चिचिण्डो,40.00,50.00,45.00
घिरौला,35.00,40.00,37.50
झिगूनी,60.00,70.00,65.00
फर्सी पाकेको,35.00,40.00,37.50
फर्सी हरियो(लाम्चो),30.00,40.00,35.00
सलगम,60.00,70.00,65.00
भिण्डी,90.00,100.00,95.00
सखरखण्ड,70.00,80.00,75.00
बरेला,70.00,80.00,75.00
पिंडालू,40.00,50.00,45.00
स्कूस,30.00,40.00,35.00
रायो साग,30.00,40.00,35.00
पालूगो साग,90.00,100.00,95.00
चमसूरको साग,90.00,100.00,96.67
तोरीको साग,40.00,50.00,46.67
मेथीको साग,90.00,100.00,96.67
प्याज हरियो,50.00,60.00,56.67
बकूला,70.00,80.00,76.67
च्याउ(कन्य),120.00,150.00,135.00
च्याउ(डल्ले),280.00,320.00,300.00
कुरीलो,300.00,400.00,350.00
न्यूरो,90.00,100.00,96.67
ब्रोकाउली,90.00,100.00,95.00
चुकुन्दर,70.00,80.00,76.67
सजिवन,60.00,70.00,65.00
कोइरालो,200.00,300.00,250.00
रातो बन्दा,40.00,50.00,46.67
जिरीको साग,60.00,70.00,66.67
ग्याठ कोबी,40.00,50.00,46.67
सेलरी,150.00,180.00,170.00
पार्सले,150.00,180.00,165.00
सौफको साग,90.00,100.00,95.00
पुदीना,150.00,180.00,165.00
गान्टे मूला,60.00,70.00,65.00
इमली,150.00,160.00,156.67
तामा,90.00,100.00,96.67
तोफु,180.00,200.00,190.00
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),150.00,180.00,170.00
स्याउ(फूजी),250.00,280.00,265.00
केरा,150.00,170.00,160.00
कागती,200.00,250.00,225.00
अनार,225.00,250.00,237.50
आँप(दसहरी),180.00,200.00,190.00
अंगुर(हरियो),120.00,140.00,130.00
अंगुर(कालो),200.00,250.00,225.00
सुन्तला(भारतीय),150.00,160.00,155.00
तरबुजा(हरियो),35.00,40.00,37.50
तरबुजा(पाटे),35.00,40.00,37.50
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,150.00,200.00,175.00
काक्रो(लोकल),100.00,110.00,105.00
काक्रो(हाइब्रीड),50.00,60.00,55.00
रुख कटहर,60.00,70.00,62.50
नासपाती(चाइनिज),250.00,300.00,275.00
मेवा(नेपाली),60.00,70.00,65.00
मेवा(भारतीय),80.00,90.00,86.67
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,300.00,400.00,350.00
किवि,400.00,500.00,450.00
आभोकाडो,500.00,60.00,550.00
अमला,120.00,130.00,125.00
अदुवा,200.00,220.00,213.33
खु्र्सानी सुकेको,450.00,480.00,4633
खु्र्सानी हरियो,60.00,70.00,65.00
खुर्सानी हरियो(बुलेट),60.00,70.00,65.00
खुर्सानी हरियो(माछे),50.00,60.00,55.00
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,70.00,80.00,75.00
लसुन हरियो,70.00,80.00,75.00
हरियो धनिया,40.00,50.00,45.00
लसुन सुकेको चाइनिज,190.00,210.00,200.00
लसुन सुकेको नेपाली,100.00,110.00,106.67
छ्यापी सुकेको,180.00,200.00,190.00
छ्यापी हरियो,60.00,70.00,65.00
ताजा माछा(रहु),330.00,350.00,340.00
ताजा माछा(बचुवा),260.00,280.00,270.00
ताजा माछा(छडी),24.00,280.00,260.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
