name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),40.00,50.00,46.67
गोलभेडा ठूलो(भारतीय),50.00,60.00,56.67
गोलभेडा सानो(लोकल),30.00,40.00,35.00
गोलभेडा सानो(टनेल),60.00,70.00,65.00
गोलभेडा सानो(भारतीय),42.00,50.00,46.40
गोलभेडा सानो(तराई),40.00,50.00,45.00
आलु रातो,25.00,27.00,25.80
आलु रातो(भारतीय),22.00,24.00,23.00
आलु सेतो,18.00,19.00,18.50
प्याज सुकेको (भारतीय),34.00,36.00,35.00
गाजर(लोकल),25.00,30.00,27.50
गाजर(तराई),20.00,25.00,22.33
बन्दा(लोकल),10.00,15.00,12.50
बन्दा(तराई),10.00,15.00,12.50
बन्दा(नरिवल),10.00,15.00,12.50
काउली स्थानिय,50.00,60.00,55.00
स्थानीय काउली(ज्यापु),60.00,70.00,66.67
काउली तराई,40.00,45.00,43.33
मूला रातो,60.00,70.00,66.67
मूला सेतो(लोकल),35.00,40.00,37.50
सेतो मूला(हाइब्रीड),45.00,50.00,48.33
भन्टा लाम्चो,40.00,50.00,46.67
भन्टा डल्लो,40.00,50.00,46.67
बोडी(तने),110.00,120.00,115.00
मटरकोशा,70.00,80.00,76.67
घिउ सिमी(लोकल),50.00,60.00,56.67
घिउ सिमी(हाइब्रीड),70.00,80.00,76.00
घिउ सिमी(राजमा),120.00,130.00,125.00
टाटे सिमी,60.00,70.00,65.00
तितो करेला,130.00,140.00,135.00
लौका,50.00,60.00,56.67
परवर(लोकल),110.00,120.00,115.00
परवर(तराई),100.00,110.00,105.00
घिरौला,110.00,120.00,116.67
फर्सी पाकेको,40.00,50.00,45.00
फर्सी हरियो(लाम्चो),40.00,50.00,45.00
हरियो फर्सी(डल्लो),40.00,50.00,45.00
भिण्डी,110.00,120.00,115.00
सखरखण्ड,70.00,80.00,75.00
बरेला,70.00,80.00,75.00
पिंडालू,40.00,50.00,45.00
स्कूस,50.00,60.00,55.00
रायो साग,70.00,80.00,76.00
पालूगो साग,110.00,120.00,116.67
चमसूरको साग,110.00,120.00,116.67
तोरीको साग,40.00,50.00,45.00
मेथीको साग,110.00,120.00,116.67
प्याज हरियो,40.00,50.00,46.67
बकूला,60.00,70.00,66.67
तरुल,60.00,70.00,66.67
च्याउ(कन्य),180.00,220.00,196.00
च्याउ(डल्ले),250.00,300.00,275.00
कुरीलो,400.00,500.00,450.00
न्यूरो,80.00,90.00,85.00
ब्रोकाउली,80.00,90.00,85.00
चुकुन्दर,70.00,80.00,75.00
सजिवन,150.00,200.00,175.00
कोइरालो,150.00,200.00,175.00
रातो बन्दा,60.00,70.00,65.00
जिरीको साग,50.00,60.00,56.67
ग्याठ कोबी,60.00,70.00,66.67
सेलरी,120.00,150.00,135.00
पार्सले,220.00,250.00,235.00
सौफको साग,110.00,120.00,116.67
पुदीना,220.00,250.00,235.00
गान्टे मूला,70.00,80.00,75.00
इमली,150.00,160.00,156.67
तामा,90.00,100.00,96.67
तोफु,120.00,130.00,126.67
गुन्दुक,250.00,300.00,275.00
स्याउ(झोले),200.00,220.00,210.00
स्याउ(फूजी),250.00,300.00,275.00
केरा,140.00,150.00,146.67
कागती,260.00,300.00,280.00
अनार,250.00,300.00,275.00
अंगुर(हरियो),120.00,140.00,130.00
अंगुर(कालो),180.00,200.00,190.00
सुन्तला(भारतीय),120.00,140.00,130.00
तरबुजा(हरियो),40.00,50.00,45.00
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,180.00,200.00,190.00
काक्रो(लोकल),45.00,55.00,50.00
काक्रो(हाइब्रीड),15.00,20.00,17.50
रुख कटहर,100.00,110.00,105.00
नासपाती(चाइनिज),220.00,250.00,235.00
मेवा(नेपाली),70.00,80.00,75.00
मेवा(भारतीय),90.00,100.00,96.67
अम्बा,200.00,220.00,210.00
किनु,120.00,150.00,135.00
स्ट्रबेरी भुईऐसेलु,200.00,300.00,250.00
किवि,400.00,500.00,450.00
आभोकाडो,500.00,60.00,550.00
अमला,80.00,90.00,85.00
अदुवा,110.00,120.00,115.00
खु्र्सानी सुकेको,440.00,480.00,460.00
खु्र्सानी हरियो,100.00,110.00,105.00
खुर्सानी हरियो(बुलेट),100.00,110.00,106.67
खुर्सानी हरियो(माछे),110.00,120.00,116.67
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,150.00,160.00,155.00
लसुन हरियो,40.00,50.00,46.67
हरियो धनिया,40.00,50.00,46.67
लसुन सुकेको चाइनिज,170.00,180.00,176.67
छ्यापी सुकेको,300.00,350.00,325.00
छ्यापी हरियो,90.00,100.00,95.00
ताजा माछा(रहु),330.00,360.00,346.67
ताजा माछा(बचुवा),260.00,280.00,270.00
ताजा माछा(छडी),250.00,300.00,275.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
रुख टमाटर,160.00,180.00,170.00
