name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),40.00,50.00,45.00
गोलभेडा ठूलो(भारतीय),40.00,50.00,45.00
गोलभेडा सानो(लोकल),35.00,40.00,37.50
गोलभेडा सानो(भारतीय),35.00,40.00,37.50
गोलभेडा सानो(तराई),40.00,45.00,42.50
आलु रातो,28.00,32.00,30.40
आलु रातो(भारतीय),28.00,32.00,30.00
आलु सेतो,22.00,25.00,23.67
प्याज सुकेको (भारतीय),34.00,36.00,35.00
गाजर(लोकल),70.00,80.00,75.00
बन्दा(लोकल),10.00,15.00,12.40
काउली स्थानिय,30.00,35.00,32.50
स्थानीय काउली(ज्यापु),35.00,40.00,37.50
मूला सेतो(लोकल),15.00,20.00,17.50
सेतो मूला(हाइब्रीड),20.00,25.00,22.50
भन्टा लाम्चो,30.00,40.00,36.00
भन्टा डल्लो,40.00,50.00,45.00
बोडी(तने),50.00,60.00,55.00
मकै बोडी,80.00,100.00,90.00
मटरकोशा,70.00,80.00,75.00
घिउ सिमी(लोकल),35.00,40.00,38.00
घिउ सिमी(हाइब्रीड),45.00,50.00,48.33
भटमासकोशा,120.00,130.00,125.00
तितो करेला,40.00,50.00,45.00
लौका,30.00,40.00,35.00
परवर(लोकल),80.00,90.00,85.00
परवर(तराई),80.00,90.00,86.67
चिचिण्डो,50.00,60.00,56.67
घिरौला,50.00,60.00,55.00
फर्सी पाकेको,40.00,50.00,46.67
फर्सी हरियो(लाम्चो),30.00,40.00,35.00
हरियो फर्सी(डल्लो),30.00,40.00,35.00
सलगम,70.00,80.00,76.67
भिण्डी,80.00,90.00,86.00
सखरखण्ड,70.00,80.00,76.67
रायो साग,25.00,35.00,29.00
पालूगो साग,120.00,150.00,140.00
चमसूरको साग,120.00,150.00,140.00
तोरीको साग,30.00,40.00,36.67
मेथीको साग,100.00,110.00,106.67
प्याज हरियो,50.00,60.00,56.67
च्याउ(कन्य),120.00,140.00,130.00
च्याउ(डल्ले),300.00,400.00,350.00
कुरीलो,300.00,350.00,333.33
न्यूरो,70.00,80.00,76.67
ब्रोकाउली,80.00,90.00,85.00
चुकुन्दर,70.00,80.00,75.00
सजिवन,60.00,70.00,65.00
कोइरालो,250.00,300.00,275.00
रातो बन्दा,40.00,50.00,45.00
जिरीको साग,70.00,80.00,75.00
ग्याठ कोबी,70.00,80.00,76.67
सेलरी,120.00,150.00,140.00
पार्सले,150.00,200.00,183.33
सौफको साग,100.00,110.00,106.67
पुदीना,120.00,150.00,140.00
गान्टे मूला,60.00,70.00,66.67
इमली,140.00,160.00,150.00
तामा,90.00,100.00,96.67
तोफु,150.00,180.00,163.33
गुन्दुक,250.00,300.00,275.00
स्याउ(फूजी),250.00,280.00,265.00
केरा,130.00,150.00,140.00
कागती,200.00,250.00,225.00
अनार,250.00,300.00,275.00
आँप(दसहरी),180.00,200.00,19.33
अंगुर(हरियो),120.00,150.00,140.00
अंगुर(कालो),250.00,300.00,283.33
सुन्तला(भारतीय),140.00,150.00,146.67
तरबुजा(हरियो),35.00,40.00,38.33
तरबुजा(पाटे),35.00,40.00,38.33
मौसम,150.00,180.00,165.00
जुनार,220.00,250.00,235.00
भुई कटहर,150.00,180.00,165.00
काक्रो(लोकल),100.00,110.00,105.00
काक्रो(हाइब्रीड),50.00,60.00,56.67
रुख कटहर,60.00,70.00,65.00
नासपाती(चाइनिज),250.00,300.00,275.00
मेवा(नेपाली),60.00,70.00,65.00
मेवा(भारतीय),80.00,90.00,86.67
किनु,120.00,150.00,140.00
स्ट्रबेरी भुईऐसेलु,300.00,400.00,350.00
किवि,400.00,500.00,450.00
शरीफा,250.00,300.00,275.00
आभोकाडो,500.00,60.00,5666.67
अमला,90.00,100.00,95.00
अदुवा,150.00,200.00,175.00
खु्र्सानी सुकेको,450.00,480.00,465.00
खु्र्सानी हरियो,60.00,70.00,65.00
खुर्सानी हरियो(बुलेट),60.00,70.00,65.00
खुर्सानी हरियो(माछे),50.00,60.00,55.00
खुर्सानी हरियो(अकबरे),250.00,300.00,275.00
भेडे खु्र्सानी,70.00,80.00,75.00
लसुन हरियो,70.00,80.00,77.50
हरियो धनिया,30.00,40.00,35.00
लसुन सुकेको चाइनिज,200.00,210.00,205.00
लसुन सुकेको नेपाली,100.00,110.00,105.00
छ्यापी सुकेको,180.00,200.00,190.00
छ्यापी हरियो,90.00,100.00,96.67
ताजा माछा(रहु),330.00,360.00,346.67
ताजा माछा(बचुवा),260.00,280.00,270.00
ताजा माछा(छडी),250.00,280.00,265.00
ताजा माछा(मुंगरी),300.00,330.00,315.00
