name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(लोकल),रू ४०.००,रू ४५.००,रू ४३.३३
गोलभेडा सानो(भारतीय),रू ४५.००,रू ५०.००,रू ४८.३३
गोलभेडा सानो(तराई),रू ५०.००,रू ६०.००,रू ५५.००
आलु रातो,रू २८.००,रू ३०.००,रू २९.००
आलु रातो(भारतीय),रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,रू २२.००,रू २५.००,रू २३.६७
प्याज सुकेको (भारतीय),रू ३४.००,रू ३६.००,रू ३५.००
गाजर(लोकल),रू ७०.००,रू ८०.००,रू ७६.६७
बन्दा(लोकल),रू १५.००,रू २०.००,रू १७.५०
काउली स्थानिय,रू ४०.००,रू ५०.००,रू ४५.००
स्थानीय काउली(ज्यापु),रू ६०.००,रू ७०.००,रू ६६.६७
मूला सेतो(लोकल),रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),रू २०.००,रू २५.००,रू २२.५०
भन्टा लाम्चो,रू ४०.००,रू ५०.००,रू ४५.००
भन्टा डल्लो,रू ४०.००,रू ५०.००,रू ४६.६७
बोडी(तने),रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,रू ९०.००,रू १००.००,रू ९६.६७
मटरकोशा,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(लोकल),रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(हाइब्रीड),रू ८०.००,रू ९०.००,रू ८६.६७
टाटे सिमी,रू १४०.००,रू १५०.००,रू १४६.६७
भटमासकोशा,रू ११०.००,रू १२०.००,रू ११६.६७
तितो करेला,रू ४०.००,रू ५०.००,रू ४५.००
लौका,रू ३०.००,रू ४०.००,रू ३५.००
परवर(लोकल),रू ९०.००,रू १००.००,रू ९५.००
परवर(तराई),रू ९०.००,रू १००.००,रू ९५.००
चिचिण्डो,रू ४०.००,रू ५०.००,रू ४५.००
घिरौला,रू ४०.००,रू ५०.००,रू ४५.००
झिगूनी,रू ८०.००,रू ९०.००,रू ८६.६७
फर्सी पाकेको,रू ४५.००,रू ५०.००,रू ४७.५०
फर्सी हरियो(लाम्चो),रू ४०.००,रू ५०.००,रू ४६.६७
हरियो फर्सी(डल्लो),रू ५०.००,रू ६०.००,रू ५६.६७
सलगम,रू ७०.००,रू ८०.००,रू ७६.६७
भिण्डी,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,रू ११०.००,रू १२०.००,रू ११६.६७
चमसूरको साग,रू ११०.००,रू १२०.००,रू ११५.००
तोरीको साग,रू ३०.००,रू ४०.००,रू ३५.००
मेथीको साग,रू ९०.००,रू १००.००,रू ९६.६७
प्याज हरियो,रू ५०.००,रू ६०.००,रू ५६.६७
च्याउ(कन्य),रू १५०.००,रू २००.००,रू १७२.००
च्याउ(डल्ले),रू ४००.००,रू ४५०.००,रू ४२५.००
कुरीलो,रू ३००.००,रू ३५०.००,रू ३२५.००
न्यूरो,रू ७०.००,रू ८०.००,रू ७६.६७
ब्रोकाउली,रू १३०.००,रू १५०.००,रू १४०.००
चुकुन्दर,रू ७०.००,रू ८०.००,रू ७६.६७
सजिवन,रू ७०.००,रू ८०.००,रू ७६.६७
कोइरालो,रू २५०.००,रू ३००.००,रू २७५.००
रातो बन्दा,रू ४०.००,रू ५०.००,रू ४६.६७
जिरीको साग,रू ८०.००,रू ९०.००,रू ८६.६७
ग्याठ कोबी,रू ७०.००,रू ८०.००,रू ७५.००
सेलरी,रू १५०.००,रू २००.००,रू १७५.००
पार्सले,रू १५०.००,रू २००.००,रू १७५.००
सौफको साग,रू ९०.००,रू १००.००,रू ९५.००
पुदीना,रू १५०.००,रू २००.००,रू १७५.००
गान्टे मूला,रू ७०.००,रू ८०.००,रू ७५.००
इमली,रू १५०.००,रू १६०.००,रू १५६.६७
तामा,रू ९०.००,रू १००.००,रू ९५.००
तोफु,रू १२०.००,रू १३०.००,रू १२६.६७
गुन्दुक,रू २५०.००,रू ३००.००,रू २७५.००
स्याउ(फूजी),रू २५०.००,रू ३००.००,रू २७५.००
केरा,रू १३०.००,रू १५०.००,रू १४०.००
कागती,रू २००.००,रू २५०.००,रू २२३.३३
अनार,रू २५०.००,रू ३००.००,रू २८३.३३
आँप(मालदह),रू १००.००,रू ११०.००,रू १०५.००
आँप(दसहरी),रू २००.००,रू २२०.००,रू २१०.००
अंगुर(हरियो),रू १२०.००,रू १५०.००,रू १३६.६७
अंगुर(कालो),रू २८०.००,रू ३००.००,रू २९३.३३
सुन्तला(भारतीय),रू १४०.००,रू १५०.००,रू १४५.००
तरबुजा(हरियो),रू ३५.००,रू ४०.००,रू ३८.३३
