name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), २०.००, २५.००, २२.३३
गोलभेडा सानो(भारतीय), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(तराई), ३०.००, ३५.००, ३२.६७
आलु रातो, ३३.००, ३५.००, ३४.००
आलु रातो(भारतीय), ३०.००, ३२.००, ३१.००
आलु सेतो, २५.००, २७.००, २६.००
प्याज सुकेको (भारतीय), ३२.००, ३५.००, ३३.३३
गाजर(लोकल), ६०.००, ७०.००, ६५.००
गाजर(तराई), ५०.००, ६०.००, ५५.००
बन्दा(लोकल), १०.००, १५.००, १२.३३
काउली स्थानिय, १५.००, २०.००, १७.६७
स्थानीय काउली(ज्यापु), २५.००, ३०.००, २७.६७
मूला सेतो(लोकल), १५.००, २०.००, १७.६७
सेतो मूला(हाइब्रीड), २०.००, ३०.००, २५.००
भन्टा लाम्चो, ३०.००, ३५.००, ३२.६७
भन्टा डल्लो, ३५.००, ४०.००, ३७.६७
बोडी(तने), ५०.००, ६०.००, ५५.००
मटरकोशा, ५०.००, ६०.००, ५५.००
घिउ सिमी(लोकल), १५.००, २५.००, २०.००
घिउ सिमी(हाइब्रीड), २५.००, ३०.००, २७.६७
घिउ सिमी(राजमा), ६०.००, ७०.००, ६५.००
टाटे सिमी, ६०.००, ७०.००, ६५.००
तितो करेला, ५०.००, ६०.००, ५५.००
लौका, १५.००, २५.००, २०.००
परवर(लोकल), ६०.००, ७०.००, ६५.००
परवर(तराई), ५०.००, ६०.००, ५५.००
चिचिण्डो, ४०.००, ४५.००, ४२.३३
घिरौला, २५.००, ३०.००, २७.६७
रायो साग, ३०.००, ४०.००, ३५.००
पालूगो साग, ७०.००, ८०.००, ७५.००
चमसूरको साग, ७०.००, ८०.००, ७५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, ७०.००, ८०.००, ७५.००
प्याज हरियो, ५०.००, ६०.००, ५५.००
बकूला, ७०.००, ८०.००, ७५.००
च्याउ(कन्य), १६०.००, १८०.००, १७०.००
च्याउ(डल्ले), ३५०.००, ४००.००, ३७६.६७
कुरीलो, २५०.००, ३००.००, २७५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ६०.००, ७०.००, ६५.००
चुकुन्दर, ६०.००, ७०.००, ६५.००
सजिवन, ६०.००, ७०.००, ६५.००
कोइरालो, २८०.००, ३००.००, २९०.००
रातो बन्दा, ४०.००, ५०.००, ४५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ४०.००, ५०.००, ४५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २००.००, २५०.००, २२५.००
सौफको साग, ७०.००, ८०.००, ७५.००
पुदीना, १२०.००, १५०.००, १३५.००
गान्टे मूला, ६०.००, ७०.००, ६५.००
इमली, १४०.००, १५०.००, १४५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), १८०.००, २००.००, १९०.००
स्याउ(फूजी), २२५.००, २५०.००, २३७.५०
केरा, १७०.००, १८०.००, १७५.००
कागती, २२०.००, २५०.००, २३३.३३
अनार, २२५.००, २५०.००, २३७.५०
आँप(दसहरी), १२०.००, १५०.००, १३५.००
अंगुर(हरियो), १२०.००, १३०.००, १२५.००
अंगुर(कालो), १८०.००, २००.००, १९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १८०.००, २००.००, १९०.००
जुनार, २२५.००, २५०.००, २३७.५०
भुई कटहर, १८०.००, २००.००, १९०.००
काक्रो(लोकल), ९०.००, १००.००, ९५.००
काक्रो(हाइब्रीड), ५०.००, ६०.००, ५५.००
रुख कटहर, ६०.००, ७०.००, ६५.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, ३००.००, ३५०.००, ३२५.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ४००.००, ५००.००, ४५०.००
अमला, १२०.००, १३०.००, १२५.००
अदुवा, १३०.००, १४०.००, १३५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(बुलेट), ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(माछे), ७०.००, ८०.००, ७५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ८०.००, ९०.००, ८५.००
लसुन हरियो, ५०.००, ६०.००, ५५.००
हरियो धनिया, ४०.००, ५०.००, ४५.००
लसुन सुकेको चाइनिज, १९०.००, २००.००, १९५.००
लसुन सुकेको नेपाली, ११०.००, १२०.००, ११५.००
छ्यापी सुकेको, १८०.००, २००.००, १९०.००
छ्यापी हरियो, ४०.००, ५०.००, ४५.००
ताजा माछा(रहु), ३३०.००, ३६०.००, ३४५.००
ताजा माछा(बचुवा), २६०.००, २८०.००, २७०.००
ताजा माछा(छडी), २४०.००, २६०.००, २५०.००
ताजा माछा(मुंगरी), ३००.००, ३३०.००, ३१५.००
