name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), ४५.००, ५५.००, ५०.००
गोलभेडा सानो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(तराई), ५०.००, ६०.००, ५५.००
आलु रातो, ३०.००, ३२.००, ३१.००
आलु रातो(भारतीय), २८.००, ३०.००, २९.००
आलु सेतो, २५.००, २७.००, २६.००
प्याज सुकेको (भारतीय), ३४.००, ३६.००, ३५.००
गाजर(लोकल), ६०.००, ७०.००, ६५.००
बन्दा(लोकल), १२.००, १५.००, १३.३३
काउली स्थानिय, ५०.००, ६०.००, ५५.००
स्थानीय काउली(ज्यापु), ६०.००, ७०.००, ६५.००
मूला सेतो(लोकल), १५.००, २०.००, १७.६७
सेतो मूला(हाइब्रीड), २०.००, २५.००, २२.३३
भन्टा लाम्चो, ४०.००, ५०.००, ४५.००
भन्टा डल्लो, ५०.००, ६०.००, ५५.००
बोडी(तने), ७०.००, ८०.००, ७५.००
मटरकोशा, ९०.००, १००.००, ९५.००
घिउ सिमी(लोकल), ७०.००, ८०.००, ७५.००
घिउ सिमी(हाइब्रीड), ९०.००, १००.००, ९५.००
घिउ सिमी(राजमा), ११०.००, १२०.००, ११५.००
टाटे सिमी, १४०.००, १५०.००, १४५.००
भटमासकोशा, ९०.००, १००.००, ९५.००
तितो करेला, ३५.००, ४०.००, ३७.६७
लौका, ५०.००, ६०.००, ५५.००
परवर(लोकल), ९०.००, १००.००, ९५.००
परवर(तराई), ९०.००, १००.००, ९५.००
चिचिण्डो, ४०.००, ५०.००, ४५.००
घिरौला, ५०.००, ६०.००, ५५.००
झिगूनी, ८०.००, ९०.००, ८५.००
फर्सी पाकेको, ४०.००, ४५.००, ४२.३३
फर्सी हरियो(लाम्चो), ४०.००, ५०.००, ४५.००
हरियो फर्सी(डल्लो), ४०.००, ५०.००, ४५.००
सलगम, ६०.००, ७०.००, ६५.००
भिण्डी, ९०.००, १००.००, ९५.००
सखरखण्ड, ८०.००, ९०.००, ८५.००
बरेला, ८०.००, ९०.००, ८५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ४०.००, ५०.००, ४५.००
रायो साग, ३०.००, ४०.००, ३५.००
पालूगो साग, ११०.००, १२०.००, ११५.००
चमसूरको साग, ११०.००, १२०.००, ११५.००
तोरीको साग, ४०.००, ५०.००, ४५.००
मेथीको साग, ९०.००, १००.००, ९५.००
प्याज हरियो, ७०.००, ८०.००, ७५.००
बकूला, ९०.००, १००.००, ९५.००
च्याउ(कन्य), १६०.००, २००.००, १८०.००
च्याउ(डल्ले), ४५०.००, ४८०.००, ४६३.३३
कुरीलो, ३००.००, ३५०.००, ३२५.००
न्यूरो, ८०.००, ९०.००, ८५.००
ब्रोकाउली, ११०.००, १२०.००, ११५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, ८०.००, ९०.००, ८५.००
कोइरालो, ३५०.००, ४००.००, ३७५.००
रातो बन्दा, ४०.००, ५०.००, ४५.००
जिरीको साग, ९०.००, १००.००, ९५.००
ग्याठ कोबी, ७०.००, ८०.००, ७५.००
सेलरी, १५०.००, २००.००, १७५.००
पार्सले, १५०.००, २००.००, १७५.००
सौफको साग, ९०.००, १००.००, ९५.००
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ७०.००, ८०.००, ७५.००
इमली, १४०.००, १५०.००, १४५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(फूजी), २५०.००, ३००.००, २७५.००
केरा, १३०.००, १५०.००, १४०.००
कागती, २२०.००, २५०.००, २३३.३३
अनार, २५०.००, ३००.००, २७५.००
आँप(दसहरी), २००.००, २५०.००, २२५.००
अंगुर(हरियो), १२०.००, १४०.००, १३०.००
अंगुर(कालो), २८०.००, ३००.००, २९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १५०.००, १८०.००, १६५.००
जुनार, २००.००, २२०.००, २१०.००
भुई कटहर, १५०.००, १८०.००, १६५.००
काक्रो(लोकल), ११०.००, १२०.००, ११५.००
काक्रो(हाइब्रीड), ६०.००, ७०.००, ६५.००
रुख कटहर, ७०.००, ८०.००, ७५.००
नासपाती(चाइनिज), २५०.००, ३००.००, २७५.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८५.००
किनु, ४००.००, ५००.००, ४५०.००
स्ट्रबेरी भुईऐसेलु, ३००.००, ४००.००, ३५०.००
किवि, ५००.००, ६००.००, ५५०.००
आभोकाडो, ५००.००, ६००.००, ५५०.००
अमला, १५०.००, १८०.००, १६५.००
अदुवा, १८०.००, २००.००, १९०.००
खु्र्सानी सुकेको, ४५०.००, ५२०.००, ४८५.००
खु्र्सानी हरियो, ७०.००, ८०.००, ७५.००
खुर्सानी हरियो(बुलेट), ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(माछे), ८०.००, ९०.००, ८५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ८०.००, ९०.००, ८५.००
लसुन हरियो, १२०.००, १४०.००, १३०.००
हरियो धनिया, ६०.००, ७०.००, ६५.००
लसुन सुकेको चाइनिज, २२०.००, २४०.००, २२८.३३
