name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),रू ५०.००,रू ६०.००,रू ५६.६७
गोलभेडा सानो(लोकल),रू ३५.००,रू ४५.००,रू ३९.००
गोलभेडा सानो(टनेल),रू ४५.००,रू ५०.००,रू ४७.५०
गोलभेडा सानो(भारतीय),रू ३५.००,रू ४०.००,रू ३७.५०
गोलभेडा सानो(तराई),रू ५५.००,रू ६०.००,रू ५७.५०
आलु रातो,रू ३०.००,रू ३२.००,रू ३१.००
आलु रातो(भारतीय),रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,रू २४.००,रू २६.००,रू २५.००
प्याज सुकेको (भारतीय),रू ३४.००,रू ३६.००,रू ३५.००
गाजर(लोकल),रू ७०.००,रू ८०.००,रू ७५.००
बन्दा(लोकल),रू १०.००,रू १५.००,रू ११.८०
काउली स्थानिय,रू ५०.००,रू ६०.००,रू ५५.००
स्थानीय काउली(ज्यापु),रू ६०.००,रू ७०.००,रू ६६.६७
मूला सेतो(लोकल),रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),रू २०.००,रू २५.००,रू २२.५०
भन्टा लाम्चो,रू ३५.००,रू ४०.००,रू ३७.५०
भन्टा डल्लो,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),रू ५०.००,रू ६०.००,रू ५५.००
मकै बोडी,रू ८०.००,रू ९०.००,रू ८६.६७
मटरकोशा,रू ८०.००,रू ९०.००,रू ८६.६७
घिउ सिमी(लोकल),रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(हाइब्रीड),रू ९०.००,रू ११०.००,रू ९७.५०
घिउ सिमी(राजमा),रू ८०.००,रू ९०.००,रू ८६.६७
टाटे सिमी,रू १४०.००,रू १५०.००,रू १४५.००
भटमासकोशा,रू १२०.००,रू १५०.००,रू १४०.००
तितो करेला,रू ४०.००,रू ५०.००,रू ४५.००
लौका,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),रू ९०.००,रू १००.००,रू ९५.००
परवर(तराई),रू ९०.००,रू १००.००,रू ९६.६७
चिचिण्डो,रू ४०.००,रू ५०.००,रू ४६.६७
घिरौला,रू ५०.००,रू ६०.००,रू ५५.००
झिगूनी,रू ८०.००,रू ९०.००,रू ८६.६७
फर्सी पाकेको,रू ४०.००,रू ४५.००,रू ४२.५०
फर्सी हरियो(लाम्चो),रू ४०.००,रू ४५.००,रू ४३.३३
हरियो फर्सी(डल्लो),रू ४०.००,रू ५०.००,रू ४५.००
सलगम,रू ७०.००,रू ८०.००,रू ७६.६७
भिण्डी,रू ९०.००,रू १००.००,रू ९५.००
रायो साग,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,रू १००.००,रू ११०.००,रू १०६.६७
चमसूरको साग,रू १००.००,रू ११०.००,रू १०६.६७
तोरीको साग,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,रू ९०.००,रू १००.००,रू ९६.६७
प्याज हरियो,रू ६०.००,रू ७०.००,रू ६५.००
