name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), १५.००, २५.००, १९.५०
गोलभेडा सानो(टनेल), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(भारतीय), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(तराई), ३०.००, ३५.००, ३२.६७
आलु रातो, २७.००, ३०.००, २८.३३
आलु रातो(भारतीय), २४.००, २६.००, २५.००
आलु सेतो, २१.००, २३.००, २२.००
प्याज सुकेको (भारतीय), ३२.००, ३४.००, ३३.००
गाजर(लोकल), ५०.००, ६०.००, ५५.००
गाजर(तराई), ४०.००, ४५.००, ४२.३३
बन्दा(लोकल), १०.००, १५.००, १२.३३
काउली स्थानिय, ५०.००, ६०.००, ५५.००
स्थानीय काउली(ज्यापु), ६०.००, ७०.००, ६५.००
मूला रातो, ५०.००, ६०.००, ५५.००
मूला सेतो(लोकल), २५.००, ३०.००, २७.६७
सेतो मूला(हाइब्रीड), ३०.००, ३५.००, ३२.६७
भन्टा लाम्चो, ३०.००, ४०.००, ३५.००
भन्टा डल्लो, ३०.००, ४०.००, ३५.००
बोडी(तने), ६०.००, ७०.००, ६५.००
मटरकोशा, ९०.००, १००.००, ९५.००
घिउ सिमी(लोकल), ५०.००, ६०.००, ५५.००
घिउ सिमी(हाइब्रीड), ६०.००, ७०.००, ६५.००
घिउ सिमी(राजमा), ९०.००, १००.००, ९५.००
टाटे सिमी, ७०.००, ८०.००, ७५.००
तितो करेला, ९०.००, १००.००, ९५.००
लौका, ४०.००, ५०.००, ४५.००
परवर(लोकल), १३०.००, १४०.००, १३५.००
परवर(तराई), ११०.००, १२०.००, ११५.००
चिचिण्डो, ७०.००, ८०.००, ७५.००
घिरौला, ६०.००, ७०.००, ६५.००
झिगूनी, ९०.००, १००.००, ९५.००
फर्सी पाकेको, ४०.००, ५०.००, ४५.००
फर्सी हरियो(लाम्चो), ४०.००, ५०.००, ४५.००
हरियो फर्सी(डल्लो), ४०.००, ५०.००, ४५.००
सलगम, ६०.००, ७०.००, ६५.००
भिण्डी, ९०.००, १००.००, ९५.००
सखरखण्ड, ७०.००, ८०.००, ७५.००
बरेला, ६०.००, ७०.००, ६५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ४०.००, ५०.००, ४५.००
रायो साग, ३०.००, ४०.००, ३५.००
पालूगो साग, ११०.००, १२०.००, ११५.००
चमसूरको साग, ११०.००, १२०.००, ११५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, ११०.००, १२०.००, ११५.००
प्याज हरियो, ५०.००, ६०.००, ५५.००
बकूला, ७०.००, ८०.००, ७५.००
तरुल, ६०.००, ७०.००, ६५.००
च्याउ(कन्य), १४०.००, १८०.००, १५६.६७
च्याउ(डल्ले), २५०.००, २८०.००, २६६.६७
कुरीलो, ३५०.००, ४००.००, ३७५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ७०.००, ८०.००, ७५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, ७०.००, ८०.००, ७५.००
कोइरालो, १२०.००, १८०.००, १५०.००
रातो बन्दा, ५०.००, ६०.००, ५५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ५०.००, ६०.००, ५५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २२०.००, २५०.००, २३५.००
सौफको साग, ११०.००, १२०.००, ११५.००
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ६०.००, ७०.००, ६५.००
इमली, १५०.००, १६०.००, १५५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), १५०.००, १८०.००, १६५.००
स्याउ(फूजी), २४०.००, २८०.००, २६०.००
केरा, १५०.००, १७०.००, १६०.००
कागती, २००.००, २३०.००, २१६.६७
अनार, २२५.००, २५०.००, २३७.५०
अंगुर(हरियो), १००.००, १२०.००, ११०.००
अंगुर(कालो), १५०.००, १८०.००, १६५.००
सुन्तला(भारतीय), १४०.००, १६०.००, १५०.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १५०.००, १६०.००, १५५.००
जुनार, २२५.००, २५०.००, २३७.५०
भुई कटहर, १८०.००, २००.००, १९०.००
काक्रो(लोकल), ४०.००, ५०.००, ४५.००
काक्रो(हाइब्रीड), २०.००, २५.००, २२.३३
रुख कटहर, ७०.००, ८०.००, ७५.००
नासपाती(चाइनिज), २२०.००, २५०.००, २३५.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, ३००.००, ४००.००, ३५०.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ४००.००, ५००.००, ४५०.००
अमला, १२०.००, १३०.००, १२५.००
अदुवा, ११०.००, १२०.००, ११५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ९०.००, १००.००, ९५.००
खुर्सानी हरियो(बुलेट), ९०.००, १००.००, ९५.००
खुर्सानी हरियो(माछे), ९०.००, १००.००, ९५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ९०.००, १००.००, ९५.००
