name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), २०.००, २५.००, २२.३३
गोलभेडा सानो(टनेल), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(भारतीय), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(तराई), ३०.००, ३५.००, ३२.६७
आलु रातो, ३२.००, ३५.००, ३३.६७
आलु रातो(भारतीय), २९.००, ३१.००, ३०.००
आलु सेतो, २६.००, २८.००, २७.००
प्याज सुकेको (भारतीय), ३१.००, ३५.००, ३२.६७
गाजर(लोकल), ७०.००, ८०.००, ७५.००
बन्दा(लोकल), २०.००, २५.००, २२.३३
काउली स्थानिय, ३०.००, ४०.००, ३५.००
स्थानीय काउली(ज्यापु), ४०.००, ४५.००, ४२.३३
मूला सेतो(लोकल), १५.००, २०.००, १७.६७
सेतो मूला(हाइब्रीड), २५.००, ३०.००, २७.६७
भन्टा लाम्चो, ३०.००, ३५.००, ३२.६७
भन्टा डल्लो, ४०.००, ५०.००, ४५.००
बोडी(तने), ६०.००, ७०.००, ६५.००
मटरकोशा, ८०.००, ९०.००, ८५.००
घिउ सिमी(लोकल), २०.००, २५.००, २२.३३
घिउ सिमी(हाइब्रीड), ३०.००, ३५.००, ३२.६७
घिउ सिमी(राजमा), ८०.००, ९०.००, ८५.००
टाटे सिमी, ६०.००, ७०.००, ६५.००
तितो करेला, ४०.००, ५०.००, ४५.००
लौका, २५.००, ३०.००, २७.६७
परवर(लोकल), ९०.००, १००.००, ९५.००
परवर(तराई), ८०.००, ९०.००, ८५.००
चिचिण्डो, ३०.००, ४०.००, ३५.००
घिरौला, ३०.००, ३५.००, ३२.६७
झिगूनी, ६०.००, ७०.००, ६५.००
फर्सी पाकेको, ३०.००, ४०.००, ३५.००
फर्सी हरियो(लाम्चो), २०.००, ३०.००, २५.००
हरियो फर्सी(डल्लो), २०.००, २५.००, २२.३३
सलगम, ५०.००, ६०.००, ५५.००
भिण्डी, ७०.००, ८०.००, ७५.००
सखरखण्ड, ७०.००, ८०.००, ७५.००
बरेला, ४०.००, ५०.००, ४५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ३०.००, ४०.००, ३५.००
रायो साग, ३०.००, ४०.००, ३५.००
पालूगो साग, ९०.००, १००.००, ९५.००
चमसूरको साग, ९०.००, १००.००, ९५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, ९०.००, १००.००, ९५.००
प्याज हरियो, २०.००, ३०.००, २५.००
बकूला, ७०.००, ८०.००, ७५.००
कुरीलो, २५०.००, ३००.००, २७५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ५०.००, ६०.००, ५५.००
चुकुन्दर, ६०.००, ७०.००, ६५.००
सजिवन, ६०.००, ७०.००, ६५.००
कोइरालो, २३०.००, २५०.००, २४०.००
रातो बन्दा, ४०.००, ५०.००, ४५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ४०.००, ५०.००, ४५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २२०.००, २५०.००, २३५.००
सौफको साग, ९०.००, १००.००, ९५.००
पुदीना, १२०.००, १५०.००, १३५.००
गान्टे मूला, ५०.००, ६०.००, ५५.००
इमली, १४०.००, १५०.००, १४५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), २००.००, २२०.००, २१०.००
स्याउ(फूजी), २५०.००, २८०.००, २६५.००
केरा, १७०.००, १८०.००, १७५.००
कागती, २३०.००, २५०.००, २४०.००
अनार, २५०.००, २८०.००, २६५.००
आँप(दसहरी), १५०.००, १८०.००, १६५.००
अंगुर(हरियो), १३०.००, १६०.००, १४६.६७
अंगुर(कालो), २२०.००, २५०.००, २३५.००
सुन्तला(भारतीय), १५०.००, १६०.००, १५५.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १५०.००, १८०.००, १६५.००
जुनार, २५०.००, २८०.००, २६५.००
भुई कटहर, १८०.००, २००.००, १९०.००
काक्रो(लोकल), ९०.००, १००.००, ९५.००
काक्रो(हाइब्रीड), ४०.००, ५०.००, ४५.००
रुख कटहर, ६०.००, ७०.००, ६५.००
नासपाती(चाइनिज), २४०.००, २६०.००, २५०.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, २००.००, ३००.००, २५०.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ४००.००, ५००.००, ४५०.००
अमला, १२०.००, १३०.००, १२५.००
अदुवा, १२०.००, १३०.००, १२५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(बुलेट), ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(माछे), ७०.००, ८०.००, ७५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ९०.००, १००.००, ९५.००
लसुन हरियो, ६०.००, ७०.००, ६५.००
हरियो धनिया, ४०.००, ५०.००, ४५.००
लसुन सुकेको चाइनिज, १७०.००, १८०.००, १७५.००
लसुन सुकेको नेपाली, ९०.००, १००.००, ९५.००
