name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली),रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(भारतीय),रू ४०.००,रू ५०.००,रू ४५.००
गोलभेडा सानो(तराई),रू ६०.००,रू ७०.००,रू ६५.००
आलु रातो,रू ३०.००,रू ३२.००,रू ३१.००
आलु रातो(भारतीय),रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,रू २५.००,रू २७.००,रू २६.००
प्याज सुकेको (भारतीय),रू ३४.००,रू ३५.००,रू ३४.५०
गाजर(लोकल),रू ७०.००,रू ८०.००,रू ७५.००
बन्दा(लोकल),रू १०.००,रू १५.००,रू १२.४०
काउली स्थानिय,रू ५०.००,रू ६०.००,रू ५५.००
स्थानीय काउली(ज्यापु),रू ६०.००,रू ७०.००,रू ६५.००
मूला सेतो(लोकल),रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),रू २०.००,रू २५.००,रू २३.३३
भन्टा लाम्चो,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,रू ६०.००,रू ७०.००,रू ६६.६७
बोडी(तने),रू ५०.००,रू ६०.००,रू ५५.००
मकै बोडी,रू ८०.००,रू ९०.००,रू ८६.६७
मटरकोशा,रू १४०.००,रू १६०.००,रू १५०.००
घिउ सिमी(लोकल),रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(हाइब्रीड),रू ९०.००,रू १००.००,रू ९५.००
भटमासकोशा,रू १२०.००,रू १४०.००,रू १३०.००
तितो करेला,रू ६०.००,रू ७०.००,रू ६५.००
लौका,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),रू १००.००,रू ११०.००,रू १०६.६७
परवर(तराई),रू १००.००,रू ११०.००,रू १०६.६७
चिचिण्डो,रू ४०.००,रू ५०.००,रू ४६.६७
घिरौला,रू ५०.००,रू ६०.००,रू ५५.००
झिगूनी,रू ८०.००,रू ९०.००,रू ८५.००
फर्सी हरियो(लाम्चो),रू ४०.००,रू ५०.००,रू ४६.६७
हरियो फर्सी(डल्लो),रू ४०.००,रू ५०.००,रू ४६.६७
भिण्डी,रू ८०.००,रू ९०.००,रू ८५.००
रायो साग,रू ४०.००,रू ५०.००,रू ४६.००
पालूगो साग,रू १२०.००,रू १३०.००,रू १२६.६७
