name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), ३०.००, ३५.००, ३२.६७
गोलभेडा सानो(भारतीय), ३५.००, ४०.००, ३७.६७
गोलभेडा सानो(तराई), ३५.००, ४०.००, ३७.६७
आलु रातो, २८.००, ३२.००, २९.६७
आलु रातो(भारतीय), २६.००, २८.००, २७.००
आलु सेतो, २२.००, २४.००, २३.००
प्याज सुकेको (भारतीय), ३२.००, ३५.००, ३३.३३
गाजर(लोकल), ७०.००, ८०.००, ७५.००
गाजर(तराई), ६०.००, ७०.००, ६५.००
बन्दा(लोकल), १५.००, २०.००, १७.६७
काउली स्थानिय, ३०.००, ४०.००, ३५.००
स्थानीय काउली(ज्यापु), ४०.००, ४५.००, ४२.३३
मूला सेतो(लोकल), २०.००, २५.००, २२.३३
सेतो मूला(हाइब्रीड), २५.००, ३०.००, २७.६७
भन्टा लाम्चो, २५.००, ३०.००, २७.६७
भन्टा डल्लो, ३५.००, ४०.००, ३७.६७
बोडी(तने), ७०.००, ८०.००, ७५.००
मटरकोशा, ७०.००, ८०.००, ७५.००
घिउ सिमी(लोकल), ३०.००, ३५.००, ३२.६७
घिउ सिमी(हाइब्रीड), ३५.००, ४०.००, ३७.६७
घिउ सिमी(राजमा), ९०.००, १००.००, ९५.००
टाटे सिमी, ८०.००, ९०.००, ८५.००
तितो करेला, ५०.००, ६०.००, ५५.००
लौका, २५.००, ३०.००, २७.६७
परवर(लोकल), ७०.००, ८०.००, ७५.००
परवर(तराई), ६०.००, ७०.००, ६५.००
चिचिण्डो, २५.००, ३५.००, ३०.००
घिरौला, ३०.००, ४०.००, ३५.००
झिगूनी, ६०.००, ७०.००, ६५.००
फर्सी पाकेको, ३०.००, ४०.००, ३५.००
फर्सी हरियो(लाम्चो), २०.००, २५.००, २२.३३
हरियो फर्सी(डल्लो), २०.००, २५.००, २२.३३
सलगम, ५०.००, ६०.००, ५५.००
भिण्डी, ६०.००, ७०.००, ६५.००
सखरखण्ड, ७०.००, ८०.००, ७५.००
बरेला, ७०.००, ८०.००, ७५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ३०.००, ४०.००, ३५.००
रायो साग, ३०.००, ४०.००, ३५.००
पालूगो साग, ८०.००, ९०.००, ८५.००
चमसूरको साग, ८०.००, ९०.००, ८५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, ८०.००, ९०.००, ८५.००
प्याज हरियो, ५०.००, ६०.००, ५५.००
बकूला, ७०.००, ८०.००, ७५.००
च्याउ(कन्य), १४०.००, १८०.००, १६०.००
च्याउ(डल्ले), २५०.००, ३००.००, २७६.६७
कुरीलो, २५०.००, ३००.००, २७५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ७०.००, ८०.००, ७५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, ६०.००, ७०.००, ६५.००
कोइरालो, २८०.००, ३००.००, २९०.००
रातो बन्दा, ४०.००, ५०.००, ४५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ४०.००, ५०.००, ४५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २२०.००, २५०.००, २३५.००
सौफको साग, ८०.००, ९०.००, ८५.००
पुदीना, १२०.००, १५०.००, १३५.००
गान्टे मूला, ५०.००, ६०.००, ५५.००
इमली, १४०.००, १५०.००, १४५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १३०.००, १५०.००, १४०.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), १८०.००, २००.००, १९०.००
स्याउ(फूजी), २२५.००, २५०.००, २३७.५०
केरा, १६०.००, १८०.००, १७०.००
कागती, २२०.००, २४०.००, २३०.००
अनार, २२५.००, २५०.००, २३७.५०
आँप(दसहरी), १८०.००, २००.००, १९०.००
अंगुर(हरियो), १२०.००, १३०.००, १२५.००
अंगुर(कालो), १८०.००, २००.००, १९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १८०.००, २००.००, १९०.००
जुनार, २२५.००, २५०.००, २३७.५०
भुई कटहर, १८०.००, २००.००, १९०.००
काक्रो(लोकल), ११०.००, १२०.००, ११५.००
काक्रो(हाइब्रीड), ५०.००, ६०.००, ५५.००
रुख कटहर, ६०.००, ७०.००, ६५.००
नासपाती(चाइनिज), २२५.००, २५०.००, २३७.५०
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, ३००.००, ४००.००, ३५०.००
किवि, ५००.००, ६००.००, ५५०.००
आभोकाडो, ५००.००, ६००.००, ५५०.००
अमला, १२०.००, १३०.००, १२५.००
अदुवा, १९०.००, २००.००, १९५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ७०.००, ८०.००, ७५.००
खुर्सानी हरियो(बुलेट), ७०.००, ८०.००, ७५.००
खुर्सानी हरियो(माछे), ८०.००, ९०.००, ८५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ८०.००, ९०.००, ८५.००
लसुन हरियो, ५०.००, ६०.००, ५५.००
हरियो धनिया, ४०.००, ५०.००, ४५.००
