name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), १५.००, २०.००, १७.६७
गोलभेडा सानो(टनेल), २५.००, ३५.००, ३०.००
गोलभेडा सानो(भारतीय), २५.००, ३५.००, ३०.००
गोलभेडा सानो(तराई), २५.००, ३५.००, ३०.००
आलु रातो, ३२.००, ३४.००, ३३.००
आलु रातो(भारतीय), २८.००, ३०.००, २९.००
आलु सेतो, २६.००, २८.००, २७.००
प्याज सुकेको (भारतीय), ३१.००, ३३.००, ३२.००
गाजर(लोकल), ५०.००, ६०.००, ५५.००
गाजर(तराई), ४०.००, ५०.००, ४५.००
बन्दा(लोकल), १०.००, १५.००, १२.३३
काउली स्थानिय, ३५.००, ४५.००, ४०.००
स्थानीय काउली(ज्यापु), ५०.००, ६०.००, ५५.००
मूला सेतो(लोकल), २०.००, २५.००, २२.३३
सेतो मूला(हाइब्रीड), ३०.००, ३५.००, ३२.६७
भन्टा लाम्चो, ३०.००, ३५.००, ३२.६७
भन्टा डल्लो, ३५.००, ४०.००, ३७.६७
बोडी(तने), ६०.००, ७०.००, ६५.००
मटरकोशा, ७०.००, ८०.००, ७५.००
घिउ सिमी(लोकल), २५.००, ३५.००, ३०.००
घिउ सिमी(हाइब्रीड), ४०.००, ४५.००, ४२.३३
घिउ सिमी(राजमा), ९०.००, १००.००, ९५.००
टाटे सिमी, ६०.००, ७०.००, ६५.००
लौका, ३०.००, ४०.००, ३५.००
परवर(तराई), ९०.००, १००.००, ९५.००
चिचिण्डो, ४०.००, ५०.००, ४५.००
घिरौला, ३०.००, ४०.००, ३५.००
झिगूनी, ७०.००, ८०.००, ७५.००
फर्सी पाकेको, ४०.००, ५०.००, ४५.००
फर्सी हरियो(लाम्चो), ३०.००, ३५.००, ३२.६७
हरियो फर्सी(डल्लो), ३०.००, ३५.००, ३२.६७
सलगम, ५०.००, ६०.००, ५५.००
भिण्डी, ६०.००, ७०.००, ६५.००
सखरखण्ड, ७०.००, ८०.००, ७५.००
बरेला, ४०.००, ५०.००, ४५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ३५.००, ४०.००, ३७.६७
रायो साग, ५०.००, ६०.००, ५५.००
पालूगो साग, १००.००, ११०.००, १०५.००
चमसूरको साग, १००.००, ११०.००, १०५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, १००.००, ११०.००, १०५.००
प्याज हरियो, ४०.००, ५०.००, ४५.००
बकूला, ६०.००, ७०.००, ६५.००
तरुल, ६०.००, ७०.००, ६५.००
च्याउ(कन्य), १४०.००, १६०.००, १५०.००
च्याउ(डल्ले), २८०.००, ३००.००, २९०.००
कुरीलो, २५०.००, ३००.००, २७५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ६०.००, ७०.००, ६५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, ७०.००, ८०.००, ७५.००
कोइरालो, २३०.००, २५०.००, २४०.००
रातो बन्दा, ५०.००, ६०.००, ५५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ५०.००, ६०.००, ५५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २२०.००, २५०.००, २३५.००
सौफको साग, १००.००, ११०.००, १०५.००
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ६०.००, ७०.००, ६५.००
इमली, १५०.००, १६०.००, १५५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), १८०.००, २००.००, १९०.००
स्याउ(फूजी), २२५.००, २५०.००, २३७.५०
केरा, १७०.००, १८०.००, १७५.००
कागती, २४०.००, २८०.००, २५६.६७
अनार, २२५.००, २५०.००, २३७.५०
अंगुर(हरियो), १२०.००, १३०.००, १२५.००
अंगुर(कालो), १८०.००, २००.००, १९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ३५.००, ४०.००, ३७.६७
मौसम, १८०.००, २००.००, १९०.००
जुनार, २२५.००, २५०.००, २३७.५०
भुई कटहर, १८०.००, २००.००, १९०.००
काक्रो(लोकल), ८०.००, ९०.००, ८५.००
काक्रो(हाइब्रीड), ४०.००, ५०.००, ४५.००
रुख कटहर, ६०.००, ७०.००, ६५.००
नासपाती(चाइनिज), २२५.००, २५०.००, २३७.५०
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ७०.००, ८०.००, ७५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, ३५०.००, ४००.००, ३७५.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ४००.००, ५००.००, ४५०.००
अमला, ११०.००, १२०.००, ११५.००
अदुवा, ११०.००, १२०.००, ११५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(बुलेट), ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(माछे), ८०.००, ९०.००, ८५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ७०.००, ८०.००, ७५.००
लसुन हरियो, ५०.००, ६०.००, ५५.००
हरियो धनिया, ४०.००, ५०.००, ४५.००
लसुन सुकेको चाइनिज, १७०.००, १८०.००, १७५.००
