name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ५०.००, ६०.००, ५५.००
गोलभेडा ठूलो(भारतीय), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(लोकल), ५५.००, ६५.००, ६०.००
गोलभेडा सानो(भारतीय), ४०.००, ५०.००, ४४.००
गोलभेडा सानो(तराई), ५०.००, ६०.००, ५५.००
आलु रातो, २८.००, ३०.००, २९.००
आलु रातो(भारतीय), २८.००, ३०.००, २९.००
आलु सेतो, २४.००, २५.००, २४.६७
प्याज सुकेको (भारतीय), ३४.००, ३६.००, ३५.००
गाजर(लोकल), ६०.००, ७०.००, ६५.००
बन्दा(लोकल), १२.००, १६.००, १४.२०
काउली स्थानिय, ४०.००, ५०.००, ४५.००
स्थानीय काउली(ज्यापु), ६०.००, ७०.००, ६५.००
मूला सेतो(लोकल), १५.००, २०.००, १७.५०
सेतो मूला(हाइब्रीड), २०.००, २५.००, २२.५०
भन्टा लाम्चो, ४०.००, ५०.००, ४५.००
भन्टा डल्लो, ५०.००, ६०.००, ५५.००
बोडी(तने), ८०.००, ९०.००, ८६.६७
मकै बोडी, ८०.००, ९०.००, ८५.००
मटरकोशा, ८०.००, ९०.००, ८६.६७
घिउ सिमी(लोकल), ६०.००, ७०.००, ६५.००
घिउ सिमी(हाइब्रीड), ८०.००, ९०.००, ८५.००
टाटे सिमी, १४०.००, १५०.००, १४६.६७
भटमासकोशा, ११०.००, १३०.००, १२०.००
तितो करेला, ३५.००, ४०.००, ३७.५०
लौका, ३०.००, ४०.००, ३५.००
परवर(लोकल), ९०.००, १००.००, ९५.००
परवर(तराई), ९०.००, १००.००, ९५.००
चिचिण्डो, ४०.००, ५०.००, ४६.६७
घिरौला, ५०.००, ६०.००, ५५.००
झिगूनी, ८०.००, ९०.००, ८५.००
फर्सी पाकेको, ४०.००, ४५.००, ४२.५०
फर्सी हरियो(लाम्चो), ४०.००, ५०.००, ४६.६७
हरियो फर्सी(डल्लो), ५०.००, ६०.००, ५५.००
सलगम, ६०.००, ७०.००, ६६.६७
भिण्डी, ९०.००, १००.००, ९५.००
रायो साग, ४०.००, ५०.००, ४६.६७
पालूगो साग, ११०.००, १२०.००, ११६.६७
चमसूरको साग, ११०.००, १२०.००, ११६.६७
तोरीको साग, ४०.००, ५०.००, ४५.००
मेथीको साग, ९०.००, १००.००, ९६.६७
प्याज हरियो, ७०.००, ८०.००, ७६.६७
च्याउ(कन्य), १५०.००, १८०.००, १६४.००
च्याउ(डल्ले), ४५०.००, ५००.००, ४७५.००
कुरीलो, ३००.००, ३५०.००, ३३३.३३
न्यूरो, ७०.००, ८०.००, ७६.६७
ब्रोकाउली, ११०.००, १२०.००, ११५.००
चुकुन्दर, ७०.००, ८०.००, ७६.६७
सजिवन, ८०.००, ९०.००, ८६.६७
रातो बन्दा, ४०.००, ५०.००, ४६.६७
जिरीको साग, ९०.००, १००.००, ९६.६७
ग्याठ कोबी, ७०.००, ८०.००, ७५.००
सेलरी, १५०.००, २००.००, १७५.००
पार्सले, १५०.००, २००.००, १७५.००
सौफको साग, ९०.००, १००.००, ९६.६७
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ७०.००, ८०.००, ७६.६७
इमली, १४०.००, १५०.००, १४५.००
तामा, ९०.००, १००.००, ९६.६७
तोफु, १२०.००, १३०.००, १२६.६७
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(फूजी), २५०.००, ३००.००, २७५.००
केरा, १३०.००, १५०.००, १४०.००
कागती, २००.००, २५०.००, २१८.००
अनार, २५०.००, ३००.००, २७५.००
आँप(दसहरी), २००.००, २५०.००, २२५.००
अंगुर(हरियो), १२०.००, १४०.००, १३०.००
अंगुर(कालो), २८०.००, ३००.००, २९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४६.६७
तरबुजा(हरियो), ३५.००, ४०.००, ३८.३३
तरबुजा(पाटे), ३५.००, ४०.००, ३८.३३
मौसम, १५०.००, १८०.००, १६५.००
जुनार, २००.००, २२०.००, २१०.००
भुई कटहर, १५०.००, १८०.००, १६५.००
काक्रो(लोकल), ११०.००, १२०.००, ११५.००
काक्रो(हाइब्रीड), ६०.००, ७०.००, ६५.००
रुख कटहर, ७०.००, ८०.००, ७६.६७
नासपाती(चाइनिज), २५०.००, ३००.००, २७५.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ८०.००, ९०.००, ८६.६७
किनु, १२०.००, १४०.००, १३०.००
स्ट्रबेरी भुईऐसेलु, ३००.००, ४००.००, ३५०.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ५००.००, ६००.००, ५५०.००
अमला, १५०.००, १८०.००, १६५.००
अदुवा, १५०.००, २००.००, १७५.००
खु्र्सानी सुकेको, ४८०.००, ५२०.००, ५००.००
खु्र्सानी हरियो, ७०.००, ८०.००, ७६.६७
खुर्सानी हरियो(बुलेट), ६०.००, ७०.००, ६५.००
खुर्सानी हरियो(माछे), ८०.००, ९०.००, ८६.६७
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ८०.००, ९०.००, ८५.००
लसुन हरियो, १२०.००, १४०.००, १३०.००
हरियो धनिया, ७०.००, ८०.००, ७६.६७
लसुन सुकेको चाइनिज, २२०.००, २४०.००, २३०.००
लसुन सुकेको नेपाली, ९०.००, १००.००, ९६.६७
छ्यापी सुकेको, १८०.००, २००.००, १९०.००
छ्यापी हरियो, ८०.००, ९०.००, ८५.००
