name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ६०.००, ७०.००, ६५.००
गोलभेडा ठूलो(भारतीय), ६०.००, ७०.००, ६५.००
गोलभेडा सानो(लोकल), २०.००, ३०.००, २५.००
गोलभेडा सानो(टनेल), ३०.००, ४०.००, ३५.००
गोलभेडा सानो(भारतीय), ४०.००, ५०.००, ४५.००
गोलभेडा सानो(तराई), ३०.००, ४०.००, ३५.००
आलु रातो, २३.००, २५.००, २४.००
आलु रातो(भारतीय), २०.००, २२.००, २१.००
आलु सेतो, १८.००, २०.००, १९.००
प्याज सुकेको (भारतीय), ३३.००, ३५.००, ३४.००
गाजर(लोकल), ४०.००, ५०.००, ४५.००
गाजर(तराई), ३०.००, ४०.००, ३५.००
बन्दा(लोकल), १०.००, १५.००, १२.३३
बन्दा(तराई), १०.००, १५.००, १२.३३
बन्दा(नरिवल), १०.००, १५.००, १२.३३
काउली स्थानिय, ४०.००, ५०.००, ४५.००
स्थानीय काउली(ज्यापु), ५०.००, ६०.००, ५५.००
मूला रातो, ५०.००, ६०.००, ५५.००
मूला सेतो(लोकल), ३०.००, ४०.००, ३५.००
सेतो मूला(हाइब्रीड), ४०.००, ५०.००, ४५.००
भन्टा लाम्चो, ४०.००, ५०.००, ४५.००
भन्टा डल्लो, ४०.००, ५०.००, ४५.००
बोडी(तने), ६०.००, ७०.००, ६५.००
मटरकोशा, ११०.००, १२०.००, ११५.००
घिउ सिमी(लोकल), ६०.००, ७०.००, ६५.००
घिउ सिमी(हाइब्रीड), ९०.००, १००.००, ९५.००
घिउ सिमी(राजमा), ११०.००, १२०.००, ११५.००
टाटे सिमी, ६०.००, ७०.००, ६५.००
तितो करेला, १००.००, ११०.००, १०५.००
लौका, ५०.००, ६०.००, ५५.००
परवर(लोकल), ९०.००, १००.००, ९५.००
परवर(तराई), ९०.००, १००.००, ९५.००
घिरौला, ७०.००, ८०.००, ७५.००
फर्सी पाकेको, ४०.००, ४५.००, ४२.३३
फर्सी हरियो(लाम्चो), ३०.००, ४०.००, ३५.००
हरियो फर्सी(डल्लो), ३०.००, ४०.००, ३५.००
सलगम, ६०.००, ७०.००, ६५.००
भिण्डी, ९०.००, १००.००, ९५.००
सखरखण्ड, ६०.००, ७०.००, ६५.००
बरेला, ६०.००, ७०.००, ६५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ४०.००, ५०.००, ४५.००
रायो साग, ६०.००, ७०.००, ६५.००
पालूगो साग, ११०.००, १२०.००, ११५.००
चमसूरको साग, ११०.००, १२०.००, ११५.००
तोरीको साग, ४०.००, ५०.००, ४५.००
मेथीको साग, ११०.००, १२०.००, ११५.००
प्याज हरियो, ५०.००, ६०.००, ५५.००
बकूला, ७०.००, ८०.००, ७५.००
तरुल, ६०.००, ७०.००, ६५.००
च्याउ(कन्य), १५०.००, १८०.००, १६३.३३
च्याउ(डल्ले), २८०.००, ३००.००, २९०.००
कुरीलो, ४००.००, ५००.००, ४५०.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ९०.००, १००.००, ९५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, ९०.००, १००.००, ९५.००
कोइरालो, १५०.००, १८०.००, १६३.३३
रातो बन्दा, ५०.००, ६०.००, ५५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ५०.००, ६०.००, ५५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २००.००, २२०.००, २१०.००
सौफको साग, ११०.००, १२०.००, ११५.००
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ६०.००, ७०.००, ६५.००
इमली, १५०.००, १६०.००, १५५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), २००.००, २५०.००, २२५.००
स्याउ(फूजी), २५०.००, ३००.००, २७५.००
कागती, २४०.००, २६०.००, २५०.००
अनार, २५०.००, ३००.००, २७५.००
अंगुर(हरियो), १२०.००, १५०.००, १३५.००
अंगुर(कालो), १८०.००, २००.००, १९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ४०.००, ५०.००, ४५.००
मौसम, १५०.००, १८०.००, १६५.००
जुनार, २२०.००, २५०.००, २३५.००
भुई कटहर, १४०.००, १८०.००, १६०.००
काक्रो(लोकल), ३०.००, ४०.००, ३५.००
काक्रो(हाइब्रीड), २०.००, २५.००, २२.३३
रुख कटहर, ७०.००, ८०.००, ७५.००
नासपाती(चाइनिज), २२०.००, २५०.००, २३५.००
मेवा(नेपाली), ६०.००, ७०.००, ६५.००
मेवा(भारतीय), ९०.००, १००.००, ९५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, २५०.००, ३००.००, २७५.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ५००.००, ६००.००, ५५०.००
अमला, ११०.००, १२०.००, ११५.००
अदुवा, ११०.००, १२०.००, ११५.००
